"seqnames","start","end","width","strand","Conc","Conc_YAF","Conc_GFP","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr12",122827559,122870924,43366,"*",10.5123559107804,10.3517957815042,10.6568230902714,-0.241174958235059,0.206399347140616,0.327436572250175,"Promoter (<=1kb)",12,122834453,122858017,23565,1,"9026","ENST00000535831.5",0
"chr11",118179616,118188271,8656,"*",8.14530056720755,8.0052652084581,8.27293792296257,-0.220923573379502,0.206410325631124,0.327436572250175,"Promoter (2-3kb)",11,118162806,118176639,13834,2,"6327","ENST00000278947.6",-2977
"chr9",93216182,93250629,34448,"*",10.7815812438653,10.6258479976134,10.9221295535022,-0.236613781061711,0.206504013298272,0.327519583678954,"Promoter (<=1kb)",9,93234923,93319208,84286,1,"65268","ENST00000411624.5",0
"chr15",97991244,98006738,15495,"*",8.94385088712152,9.08874942547581,8.78275766081917,0.243599430853101,0.206611776741251,0.327624881861026,"Promoter (<=1kb)",15,98003038,98022009,18972,1,"105371008","ENST00000660238.1",0
"chr16",30973229,30995194,21966,"*",9.31467483476012,9.07245301187656,9.52201512752723,-0.301070045361154,0.206670911773684,0.327653043110272,"Promoter (<=1kb)",16,30985207,30989146,3940,1,"80270","ENST00000262520.10",0
"chr1",203210073,203235259,25187,"*",10.0872180040978,9.93563351911629,10.2243789396471,-0.23228932733526,0.20692891001828,0.327885816966317,"Promoter (<=1kb)",1,203212835,203218021,5187,2,"1118","ENST00000479483.1",0
"chr15",79218493,79228971,10479,"*",8.33683852264861,8.19308138470409,8.46756012232102,-0.223595569579807,0.206938573159887,0.327885816966317,"Intron (ENST00000692103.1/729911, intron 1 of 2)",15,79209788,79209871,84,1,"406960","ENST00000384962.1",8705
"chr20",64127933,64131991,4059,"*",8.32376323239567,8.17183398264541,8.4612063357657,-0.23158902617506,0.20694195140771,0.327885816966317,"Intron (ENST00000644172.2/4661, intron 1 of 2)",20,64151791,64228100,76310,1,"4661","ENST00000360149.9",-19800
"chr11",75459568,75493949,34382,"*",10.7624430827859,10.6095979137782,10.9006352120562,-0.233686530628587,0.207055579145026,0.328000226295151,"Promoter (<=1kb)",11,75434640,75479403,44764,2,"81544","ENST00000527820.5",0
"chr1",37597695,37610386,12692,"*",8.85648397165363,8.71469213896765,8.98557873311311,-0.222133320684672,0.207235055645942,0.328218881132043,"Promoter (1-2kb)",1,37566816,37595937,29122,2,"29889","ENST00000373062.8",-1758
"chr21",41739542,41757350,17809,"*",9.3865692820396,9.23121607854604,9.52680803040485,-0.235490013089135,0.207334311557391,0.328310420560483,"Promoter (<=1kb)",21,41746772,41746841,70,2,"102465488","ENST00000622292.1",0
"chr7",90118234,90120536,2303,"*",5.93198351095934,5.67762525341961,6.14814658206282,-0.304513082217515,0.20751468645968,0.328530348275531,"Promoter (<=1kb)",7,90119358,90128866,9509,1,"442523","ENST00000691157.1",0
"chr17",77670407,77702260,31854,"*",10.8483642065429,10.6970397649721,10.9853122321177,-0.232122468501352,0.207722202113124,0.328793147818075,"Exon (ENST00000649512.1/107985079, exon 5 of 5)",17,77722872,77728559,5688,2,"100132174","ENST00000593118.1",26299
"chr7",44510108,44525612,15505,"*",8.93307126887775,8.78350966425482,9.06857413307752,-0.229364595618546,0.207914082062484,0.329031098291929,"3' UTR",7,44512535,44541315,28781,2,"29881","ENST00000289547.8",15703
"chr8",142086194,142115757,29564,"*",10.8582927341226,10.6950586706958,11.0049206444527,-0.243280753212035,0.208441202788314,0.329766144625913,"Exon (ENST00000562989.1/ENST00000562989.1, exon 1 of 1)",8,142176339,142176418,80,1,"100616268","ENST00000584349.1",-60582
"chr6",149984592,150014067,29476,"*",10.2304930689488,10.0832741477989,10.3640704350293,-0.227710513568792,0.20846184114122,0.329766144625913,"Promoter (<=1kb)",6,149998019,150005166,7148,2,"646024","ENST00000533735.2",0
"chr17",54407739,54409320,1582,"*",5.21509340090633,4.92037185158821,5.45970082706736,-0.325360312501992,0.208509023596965,0.329774906703488,"Distal Intergenic",17,53276760,54066825,790066,2,"107985001","ENST00000650577.1",-340914
"chr1",155191912,155213075,21164,"*",9.67907357355294,9.53353534576526,9.81126602881768,-0.225904798866488,0.208624480867926,0.329891626196707,"Promoter (<=1kb)",1,155194996,155200674,5679,1,"105371450","ENST00000447623.4",0
"chr1",69565700,69570783,5084,"*",7.25131098252358,7.06082131767443,7.41955732239296,-0.26403870858181,0.208680378160045,0.329914137482411,"Promoter (<=1kb)",1,69567922,70144364,576443,1,"57554","ENST00000651989.2",0
"chr12",53041220,53082602,41383,"*",10.6281489561441,10.4708134880783,10.7700007196472,-0.237621648625489,0.20885371854078,0.330122274875138,"Promoter (<=1kb)",12,53056944,53057012,69,1,"102466193","ENST00000612099.1",0
"chr6",34438766,34479220,40455,"*",10.1194684588329,9.9682863215759,10.2562999435083,-0.231515419151754,0.20900381128567,0.33029359041533,"Promoter (<=1kb)",6,34466061,34535221,69161,1,"29993","ENST00000620693.4",0
"chr17",68280870,68331017,50148,"*",10.6426571003584,10.4989601804931,10.7733289128972,-0.224211044371784,0.209094185174439,0.330370481324098,"Promoter (<=1kb)",17,68291495,68420814,129320,1,"22901","ENST00000621439.5",0
"chr10",49281392,49291084,9693,"*",8.71633755346786,8.84702309874658,8.572624024163,0.225822209681912,0.209236672019437,0.330529664017938,"Distal Intergenic",10,49296449,49298775,2327,2,"100506769","ENST00000702303.1",7691
"chr15",65027971,65037647,9677,"*",8.39352897887328,8.53205965922718,8.24026947785779,0.235961725830162,0.209385289364537,0.330698465591896,"Promoter (<=1kb)",15,65001512,65029639,28128,2,"123263","ENST00000220058.9",0
"chr19",2433719,2509047,75329,"*",11.4178518829267,11.2604607023548,11.5597489229629,-0.237698602594858,0.209587447934647,0.33095174480448,"Promoter (<=1kb)",19,2458935,2462185,3251,2,"101928602","ENST00000587826.1",0
"chr20",50411279,50446680,35402,"*",10.2884491681693,10.4156812249256,10.1489015833954,0.220496314127977,0.209681621039073,0.331034441189876,"Exon (ENST00000497504.3/ENST00000497504.3, exon 1 of 1)",20,50510321,50584760,74440,1,"5770","ENST00000541713.5",-63641
"chr11",69690361,69735365,45005,"*",11.189176111335,11.0264254842858,11.3354139062946,-0.242452018337092,0.210484643438096,0.332235975958996,"Promoter (<=1kb)",11,69698238,69704022,5785,2,"9965","ENST00000294312.4",0
"chr6",167262773,167311450,48678,"*",10.5997065543419,10.4418448158981,10.7419858817445,-0.237831055039821,0.210762627830424,0.332608459503612,"Promoter (<=1kb)",6,167271169,167296196,25028,1,"54346","ENST00000503433.5",0
"chr6",31855248,31890083,34836,"*",10.4961241719561,10.3435992945208,10.6340544695577,-0.232620556649835,0.210983737131002,0.332891056852043,"Promoter (<=1kb)",6,31877808,31884204,6397,1,"107986588","ENST00000642849.1",0
"chr17",7500653,7505468,4816,"*",7.25230619685584,7.40706198932495,7.07893291921745,0.25341092656124,0.211733854243753,0.333964620251018,"Promoter (<=1kb)",17,7502085,7502724,640,1,"5430","ENST00000576114.1",0
"chr11",119328456,119392274,63819,"*",11.4355149626459,11.2818803056815,11.574352030934,-0.23373300167449,0.211748498330643,0.333964620251018,"Promoter (<=1kb)",11,119356467,119637057,280591,1,"100499227","ENST00000706409.1",0
"chr3",130105776,130107177,1402,"*",5.15679660690062,4.86015056467794,5.40272676967602,-0.326366497099338,0.211854563512428,0.334039646262072,"Exon (ENST00000689096.1/729375, exon 2 of 7)",3,130099006,130111427,12422,2,"729375","ENST00000688071.1",4250
"chr17",28923237,28943317,20081,"*",9.38254141419217,9.24896149721896,9.50479445291057,-0.212780743212317,0.211880432273568,0.334039646262072,"Promoter (<=1kb)",17,28926275,28944749,18475,1,"101927018","ENST00000580782.1",0
"chr16",85808854,85865265,56412,"*",10.7451813636986,10.5975588199407,10.8790908815977,-0.227699600613715,0.211931754552177,0.334054053403401,"Exon (ENST00000665365.1/ENST00000665365.1, exon 1 of 2)",16,85805069,85807031,1963,1,"1327","ENST00000562929.1",3785
"chr21",43743558,43781380,37823,"*",10.0598343999252,9.89843418946403,10.2049812056773,-0.240567790172432,0.212242237006925,0.334476870618475,"Promoter (<=1kb)",21,43772511,43776238,3728,2,"1476","ENST00000639959.1",0
"chr17",77291446,77335035,43590,"*",11.3776188812917,11.2223716060824,11.5177713201115,-0.235111029356022,0.21256894812932,0.334925089581393,"Promoter (<=1kb)",17,77319518,77500593,181076,1,"10801","ENST00000329047.13",0
"chr19",41831775,41858465,26691,"*",9.9991316647699,9.86023512062412,10.1258223705912,-0.218489205300608,0.212818447188465,0.335251498564841,"Promoter (<=1kb)",19,41837074,41843727,6654,2,"147719","ENST00000343055.5",0
"chr17",41387456,41469198,81743,"*",11.5447301307103,11.6742542341085,11.4024201057657,0.22256421305723,0.212898410829829,0.335306816633843,"Promoter (<=1kb)",17,41402416,41412588,10173,1,"100505782","ENST00000430006.5",0
"chr17",4965294,5040981,75688,"*",11.6179385993585,11.4638773779405,11.7571238648568,-0.233938102110627,0.212938247360979,0.335306816633843,"Promoter (<=1kb)",17,4969702,4969771,70,2,"102465521","ENST00000617935.1",0
"chr7",156133892,156154248,20357,"*",9.43425921180602,9.28230774975329,9.57172049031508,-0.231154014429743,0.213094101085069,0.33548552415361,"Distal Intergenic",7,156030618,156034564,3947,2,"124901789","ENST00000687721.1",-99328
"chr1",53303754,53335343,31590,"*",10.3319990691945,10.174074179781,10.474329684074,-0.237239714517195,0.213497531043932,0.336053855761657,"Promoter (<=1kb)",1,53328233,53336509,8277,1,"105378732","ENST00000445039.2",0
"chr5",176359650,176376323,16674,"*",9.07750762645598,8.93461916674036,9.20751065210823,-0.221951210377523,0.213617393570956,0.336175703435691,"Promoter (<=1kb)",5,176367946,176368031,86,1,"100302203","ENST00000408537.1",0
"chr22",49362294,49374238,11945,"*",8.30084974400517,8.02575045436652,8.531798581949,-0.314416807087881,0.21435019991444,0.337261917965916,"Promoter (<=1kb)",22,49372924,49377119,4196,1,"124905143","ENST00000649077.1",0
"chr4",6718495,6736863,18369,"*",9.13451356924245,8.97885969677729,9.27499723771955,-0.234127011297123,0.214464506837396,0.337374737712622,"Promoter (2-3kb)",4,6716174,6717664,1491,1,"55330","ENST00000320776.5",2321
"chr16",68008672,68020236,11565,"*",8.46074155746442,8.32429305570524,8.58539266481529,-0.215207137839909,0.214931517859867,0.338042242290425,"Promoter (<=1kb)",16,68013436,68015911,2476,2,"100131303","ENST00000574912.1",0
"chr17",81850752,81877958,27207,"*",10.2106261185652,10.0523418956678,10.3532484854014,-0.237202341083386,0.21507461475277,0.338172964732881,"Promoter (<=1kb)",17,81867721,81871337,3617,2,"396","ENST00000269321.12",0
"chr7",141840265,141842916,2652,"*",6.40754476485612,6.57884745027918,6.21312644360796,0.268318032126528,0.215100040833378,0.338172964732881,"Promoter (<=1kb)",7,141836300,141841485,5186,2,"136242","ENST00000350549.8",0
"chr11",65336834,65425150,88317,"*",11.7094202651661,11.5530538482598,11.8504839912402,-0.235612270010947,0.215634839292526,0.33887088775509,"Promoter (<=1kb)",11,65354751,65357613,2863,1,"220359","ENST00000309880.6",0
"chr2",120727283,120754586,27304,"*",10.0086108589771,9.864379843751,10.1397241187036,-0.223467122627207,0.215643839186482,0.33887088775509,"Promoter (<=1kb)",2,120735623,120951445,215823,1,"2736","ENST00000482119.6",0
"chr11",65649061,65667013,17953,"*",9.49700030717581,9.35097012303484,9.62959844487138,-0.224904008810688,0.215672341745884,0.33887088775509,"Promoter (<=1kb)",11,65649192,65649253,62,1,"100616284","ENST00000578869.1",0
"chr11",31795724,31828332,32609,"*",10.239183033725,10.0887231401342,10.3754227104589,-0.229688118877835,0.216096384521578,0.339440183366468,"Promoter (<=1kb)",11,31826347,31829311,2965,1,"103157000","ENST00000630360.1",0
"chr4",5831083,5856604,25522,"*",9.45307549995429,9.30572955303904,9.58675741719577,-0.226133828004995,0.216120394561653,0.339440183366468,"Exon (ENST00000506216.5/1400, exon 3 of 13)",4,5820784,5826861,6078,2,"1400","ENST00000513911.5",-4222
"chr8",102735025,102750603,15579,"*",9.67085294399921,9.80346671819114,9.52480379191948,0.22636564338108,0.21621428433644,0.339520308875722,"Distal Intergenic",8,102805517,102809566,4050,1,"401472","ENST00000522715.1",-54914
"chr17",68171882,68185360,13479,"*",8.61114295689753,8.47121628707718,8.73869002304967,-0.218132487850225,0.216406418699487,0.339754645059722,"Distal Intergenic",17,68198921,68199596,676,1,"440461","ENST00000589904.1",-13561
"chr17",62613729,62639238,25510,"*",10.0662998183387,9.9204751035945,10.1987285503073,-0.224949027719597,0.21648717815369,0.339814066164335,"Promoter (<=1kb)",17,62627670,62693597,65928,1,"9902","ENST00000303375.10",0
"chr4",8919503,8923122,3620,"*",6.55611965867222,6.35206379018949,6.7348577403673,-0.270485657441118,0.216903576577738,0.340400202718808,"Distal Intergenic",4,8867048,8871839,4792,2,"3166","ENST00000400677.5",-47664
"chr8",137400026,137401272,1247,"*",5.24652134880061,5.48466128856468,4.96114758826904,0.321738614582317,0.217218802677846,0.340827362473917,"Distal Intergenic",8,137811485,137837849,26365,2,"401478","ENST00000657812.1",436577
"chr9",131059573,131062132,2560,"*",6.16704028241511,5.8095856965794,6.45328211609859,-0.340617894554257,0.21731403484434,0.340909239685484,"Exon (ENST00000361069.9/10319, exon 13 of 28)",9,131077799,131092058,14260,1,"10319","ENST00000678544.1",-15667
"chr2",95371830,95405659,33830,"*",10.2876750261035,10.1347394224554,10.4259410646795,-0.231690131796635,0.217775714866417,0.341532587743815,"Promoter (<=1kb)",2,95402708,95416616,13909,1,"51011","ENST00000233379.9",0
"chr7",127176499,127177949,1451,"*",5.23214444314065,4.95095208453399,5.4673683196463,-0.315431807823883,0.217820807223246,0.341532587743815,"Intron (ENST00000358373.8/2918, intron 2 of 10)",7,127215127,127229033,13907,1,"101928333","ENST00000450061.5",-37178
"chr22",35456846,35500286,43441,"*",10.3091203409693,10.1707931745126,10.4353372329601,-0.217202974870702,0.217840775438061,0.341532587743815,"Distal Intergenic",22,35540831,35553999,13169,1,"23551","ENST00000216127.5",-40545
"chr3",122985478,123043662,58185,"*",10.9120083810574,10.763198625995,11.0468939057377,-0.227856549967767,0.218003572983259,0.341720169131913,"Promoter (<=1kb)",3,122909082,123027763,118682,2,"54437","ENST00000357599.8",0
"chr17",40049386,40081886,32501,"*",11.0252722436185,10.8702846563676,11.1652130420355,-0.233768686029622,0.218172097060407,0.341916650825523,"Promoter (<=1kb)",17,40058290,40076912,18623,1,"7067","ENST00000577288.5",0
"chr3",10319207,10382241,63035,"*",11.0185987261595,10.8598544432871,11.1615944352135,-0.23718024402953,0.218442349928536,0.342261495011443,"Promoter (<=1kb)",3,10330229,10330285,57,1,"100422933","ENST00000578876.3",0
"chr7",75806339,75834381,28043,"*",9.98794835930611,9.84490379886366,10.1180805703668,-0.221782214988537,0.218478577760177,0.342261495011443,"Promoter (<=1kb)",7,75810825,75813806,2982,2,"6369","ENST00000222902.7",0
"chr3",194391464,194402626,11163,"*",8.81944654745198,8.944615071722,8.68237773297641,0.217222673831368,0.218620184324522,0.342415593288349,"Promoter (<=1kb)",3,194394821,194399266,4446,2,"2814","ENST00000692618.1",0
"chr1",11885100,11925385,40286,"*",10.352345346417,10.2034856049427,10.4872719328489,-0.227606584193944,0.218741814523562,0.342538348667606,"Promoter (<=1kb)",1,11907940,11913323,5384,1,"124903843","ENST00000661075.1",0
"chr19",351928,360361,8434,"*",7.94729402421827,7.79614874080673,8.08409532382536,-0.228703890365626,0.21895186647032,0.342799492008396,"Distal Intergenic",19,326594,344815,18222,2,"54531","ENST00000635755.1",-7113
"chr19",6207652,6244667,37016,"*",10.8037329750961,10.6366179083792,10.9534841736055,-0.24441302350944,0.219236121408872,0.343121370062975,"Promoter (<=1kb)",19,6213120,6216968,3849,2,"4298","ENST00000585588.1",0
"chr19",55276425,55289981,13557,"*",8.54765063684614,8.387461431411,8.69181751075178,-0.236876443906124,0.219244113211094,0.343121370062975,"Promoter (<=1kb)",19,55262223,55280110,17888,2,"23640","ENST00000433386.7",0
"chr9",93070033,93100800,30768,"*",9.70534893182519,9.55755953998037,9.83939570399425,-0.226156373545979,0.219312474770064,0.343160538965449,"Promoter (<=1kb)",9,93091460,93095546,4087,2,"101927993","ENST00000428958.2",0
"chr12",52511696,52594974,83279,"*",11.2988497112188,11.1451773432586,11.4377175698783,-0.232340189712247,0.219366228178525,0.343176839380826,"Promoter (<=1kb)",12,52543909,52553145,9237,2,"112802","ENST00000267119.6",0
"chr8",95189381,95234574,45194,"*",10.7433354012345,10.8755420200374,10.5977800029944,0.224859917393803,0.21962703679,0.343483455031293,"Promoter (<=1kb)",8,95204456,95432666,228211,1,"100616530","ENST00000517655.1",0
"chr3",46731604,46740207,8604,"*",7.86405474732128,7.71009355318639,8.00315837905449,-0.230500552281955,0.219648972885272,0.343483455031293,"Promoter (<=1kb)",3,46719583,46736429,16847,2,"100287362","ENST00000463091.2",0
"chr4",4312768,4349467,36700,"*",10.1216167706903,9.98684493906238,10.2448672849,-0.213170043062211,0.219702703939539,0.343499647087307,"Promoter (<=1kb)",4,4348140,4419058,70919,1,"27065","ENST00000421177.6",0
"chr22",38747654,38791434,43781,"*",10.5486538950226,10.3960019145776,10.6866881093232,-0.231063067573645,0.219952370012085,0.343794289429033,"Promoter (<=1kb)",22,38733290,38754993,21704,2,"25777","ENST00000690927.1",0
"chr1",54536267,54555254,18988,"*",9.43493613008076,9.28205530119601,9.57315740402031,-0.230723573674474,0.219977985166929,0.343794289429033,"Promoter (<=1kb)",1,54542257,54610124,67868,1,"26027","ENST00000481208.5",0
"chr3",194679665,194713422,33758,"*",10.5505693469124,10.6855899766812,10.4015951101497,0.228207011668674,0.220098717749074,0.343915103759849,"Promoter (<=1kb)",3,194708093,194727666,19574,1,"100507391","ENST00000670880.1",0
"chr5",181079930,181088777,8848,"*",8.29827072981208,8.42199082900249,8.16293714971991,0.214241190921242,0.22027515654468,0.344081206287713,"Distal Intergenic",5,181054061,181059312,5252,1,"153579","ENST00000512570.1",25869
