"seqnames","start","end","width","strand","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr5",56669198,56672044,2847,"*",1.07260220721556,2.37442348472842e-08,2.10959233594919e-07,"Distal Intergenic",5,56511567,56606232,94666,2,"101928448","ENST00000648716.1",-62966
"chr10",60383111,60386233,3123,"*",1.03110875731633,2.3820963650749e-08,2.11543725429458e-07,"Intron (ENST00000280772.7/288, intron 1 of 43)",10,60029118,60389804,360687,2,"288","ENST00000467420.7",3571
"chr9",136483026,136491164,8139,"*",-1.06021742425076,2.38444268374478e-08,2.11654868709081e-07,"Promoter (<=1kb)",9,136483495,136486066,2572,1,"158055","ENST00000354376.3",0
"chr22",29700418,29731567,31150,"*",-1.11999779206609,2.40544362207162e-08,2.13323126355553e-07,"Promoter (<=1kb)",22,29720003,29731833,11831,1,"164633","ENST00000216144.4",0
"chr7",1637343,1658244,20902,"*",-1.07993479274725,2.41615677382658e-08,2.14174960607011e-07,"Distal Intergenic",7,1665745,1747946,82202,1,"392617","ENST00000561626.4",-7501
"chr2",130753578,130770149,16572,"*",-1.00827227742872,2.41827879250141e-08,2.14264820785655e-07,"Promoter (<=1kb)",2,130755540,130768134,12595,1,"205147","ENST00000321420.5",0
"chr1",94704504,94707695,3192,"*",1.05859598550079,2.44796550760665e-08,2.16795772599905e-07,"Exon (ENST00000452922.5/101928079, exon 3 of 5)",1,94732133,94742495,10363,2,"101928079","ENST00000424711.1",34800
"chr7",54985296,54986822,1527,"*",1.05479981228515,2.46212778312116e-08,2.17750761349869e-07,"Distal Intergenic",7,55019017,55171037,152021,1,"1956","ENST00000344576.7",-32195
"chr4",186622019,186623736,1718,"*",1.31074029668055,2.47129252940845e-08,2.18461355606098e-07,"Intron (ENST00000441802.7/2195, intron 9 of 26)",4,186609250,186610070,821,2,"2195","ENST00000508035.1",-11949
"chr11",72069034,72071022,1989,"*",1.37473980410047,2.51200599974947e-08,2.21857523952291e-07,"Promoter (<=1kb)",11,72016976,72070063,53088,2,"4926","ENST00000534987.5",0
"chr10",100727610,100763869,36260,"*",-1.02121200616735,2.53558158301743e-08,2.23837437189388e-07,"Promoter (<=1kb)",10,100735396,100829944,94549,1,"5076","ENST00000679374.1",0
"chr17",76489602,76515978,26377,"*",-1.04182828839643,2.53891126758967e-08,2.24029080494346e-07,"Promoter (<=1kb)",17,76470896,76501407,30512,2,"79651","ENST00000313080.8",0
"chr7",130070068,130072730,2663,"*",1.19502628585815,2.54676981753882e-08,2.24619985777728e-07,"Promoter (<=1kb)",7,130070534,130135705,65172,1,"23008","ENST00000335420.10",0
"chr10",62995411,62997399,1989,"*",1.25578964931525,2.54821751879371e-08,2.24645186004737e-07,"Distal Intergenic",10,62893160,62919907,26748,2,"107984012","ENST00000690352.1",-75504
"chr15",41490353,41509517,19165,"*",-1.06585607208784,2.55577679507336e-08,2.25208900543087e-07,"Promoter (<=1kb)",15,41493393,41502488,9096,1,"3706","ENST00000425927.5",0
"chr2",160427718,160428941,1224,"*",1.97376081399925,2.57448513194291e-08,2.26653521911678e-07,"Intron (ENST00000474820.5/5937, intron 2 of 15)",2,160303408,160416178,112771,2,"5937","ENST00000428519.1",-11540
"chr15",44488301,44489878,1578,"*",1.47659433873984,2.57451577157216e-08,2.26653521911678e-07,"Promoter (1-2kb)",15,44490992,44503879,12888,1,"51496","ENST00000561189.1",-1114
"chr12",42756072,42758948,2877,"*",1.09097319994315,2.59751765854988e-08,2.28262767694295e-07,"Distal Intergenic",12,42693824,42717117,23294,1,"105369739","ENST00000655248.1",62248
"chr17",78261718,78282052,20335,"*",-1.03346310368075,2.6128861424592e-08,2.29404758365866e-07,"Promoter (<=1kb)",17,78261349,78278492,17144,2,"100996291","ENST00000374945.1",0
"chr1",245996268,245998427,2160,"*",1.04993785352893,2.6452295054373e-08,2.31718269273309e-07,"Intron (ENST00000630181.2/64754, intron 5 of 11)",1,245764041,245988562,224522,2,"64754","ENST00000493441.5",-7706
"chr7",128883699,128895263,11565,"*",-1.15596355862999,2.64976015876547e-08,2.32010023321616e-07,"Promoter (2-3kb)",7,128862042,128880978,18937,2,"375616","ENST00000679229.1",-2721
"chr9",135661885,135667892,6008,"*",-1.02430984972167,2.65474427040943e-08,2.32341199546517e-07,"Promoter (<=1kb)",9,135663309,135666959,3651,1,"392399","ENST00000277526.8",0
"chr11",64709827,64732570,22744,"*",-1.02891154193087,2.67922223759289e-08,2.34377391490422e-07,"Promoter (<=1kb)",11,64606174,64723188,117015,2,"9379","ENST00000377559.7",0
"chr8",27450442,27476440,25999,"*",-1.06593558706808,2.68357811660921e-08,2.34652264714635e-07,"Promoter (<=1kb)",8,27460576,27467517,6942,2,"1135","ENST00000520600.1",0
"chr17",2770156,2786739,16584,"*",-1.00886320169095,2.68950177312602e-08,2.35063914013767e-07,"Promoter (<=1kb)",17,2777056,3034207,257152,1,"23108","ENST00000540393.6",0
"chr2",96129527,96159930,30404,"*",-1.14685248406802,2.69250407631005e-08,2.35219978794859e-07,"Promoter (<=1kb)",2,96143169,96145440,2272,2,"1844","ENST00000288943.5",0
"chr2",96096910,96126022,29113,"*",-1.14796282104317,2.72013092640814e-08,2.37311783394623e-07,"Promoter (<=1kb)",2,96112876,96116571,3696,2,"151","ENST00000620793.2",0
"chr1",8524889,8526721,1833,"*",1.21408416911268,2.7281309056495e-08,2.37860375646292e-07,"Promoter (<=1kb)",1,8352406,8525939,173534,2,"473","ENST00000377464.5",0
"chr9",112011056,112013221,2166,"*",1.18885754788178,2.72916848153039e-08,2.37860375646292e-07,"Distal Intergenic",9,112028570,112039143,10574,2,"105376220","ENST00000658557.1",25922
"chr4",73721567,73724358,2792,"*",1.0789912651868,2.73142556474287e-08,2.37860375646292e-07,"Distal Intergenic",4,73710302,73714527,4226,1,"105377272","ENST00000436089.1",11265
"chr2",99970283,99972482,2200,"*",1.17942806751787,2.73257070454877e-08,2.37860375646292e-07,"Intron (ENST00000409236.6/3899, intron 5 of 22)",2,99825495,100006775,181281,2,"3899","ENST00000673529.1",34293
"chr12",48992934,49000706,7773,"*",-1.00593954748446,2.73726869921333e-08,2.38162087137224e-07,"Promoter (<=1kb)",12,48998367,49019235,20869,1,"105369758","ENST00000552933.2",0
"chr11",130121583,130124604,3022,"*",1.15905769296391,2.74982096809124e-08,2.39146598183122e-07,"3' UTR",11,130109427,130120817,11391,1,"334","ENST00000529483.1",12156
"chr17",45424160,45442484,18325,"*",-1.05699663695302,2.76116543941444e-08,2.39917354787413e-07,"Promoter (<=1kb)",17,45393902,45430297,36396,2,"201176","ENST00000428638.5",0
"chr5",176873524,176898292,24769,"*",-1.02444626549962,2.78955265629362e-08,2.42275029218889e-07,"Promoter (<=1kb)",5,176880869,176888647,7779,2,"3101","ENST00000506834.5",0
"chr1",64932763,64934750,1988,"*",1.21142939974256,2.79344237687725e-08,2.42503913211351e-07,"Intron (ENST00000342505.5/3716, intron 1 of 24)",1,64833234,64966284,133051,2,"3716","ENST00000671929.2",31534
"chr19",14067998,14075823,7826,"*",-1.01504108821253,2.80540324940281e-08,2.43432948925963e-07,"Promoter (<=1kb)",19,14072876,14075062,2187,1,"102466515","ENST00000591982.1",0
"chr7",32154696,32156226,1531,"*",1.21803187181812,2.81426327701705e-08,2.43855341180457e-07,"Intron (ENST00000396193.5/5137, intron 3 of 18)",7,31873332,32078010,204679,2,"5137","ENST00000464881.1",-76686
"chr7",134478924,134481209,2286,"*",1.17168825615634,2.81714390429366e-08,2.43904357822254e-07,"Distal Intergenic",7,134449685,134459284,9600,2,"231","ENST00000467829.1",-19640
"chr2",62654216,62655426,1211,"*",1.47060198661283,2.86505079340086e-08,2.47719262025129e-07,"Intron (ENST00000664749.1/ENST00000664749.1, intron 1 of 3)",2,62673851,63045597,371747,1,"23301","ENST00000405015.7",-18425
"chr17",1924454,1952885,28432,"*",-1.05937257203183,2.89569451142919e-08,2.50145049103935e-07,"3' UTR",17,1891650,1897536,5887,1,"6117","ENST00000573994.1",32804
"chr5",93582175,93584180,2006,"*",1.23670950639997,2.92545387246199e-08,2.52490177304945e-07,"Promoter (<=1kb)",5,93583222,93594611,11390,1,"7025","ENST00000327111.8",0
"chr19",48389551,48401785,12235,"*",-1.12495602369612,2.94278997128336e-08,2.53873085742174e-07,"Promoter (<=1kb)",19,48382575,48391551,8977,2,"10945","ENST00000330720.7",0
"chr9",136940170,136956509,16340,"*",-1.1938350856531,2.94414585098991e-08,2.53876769568189e-07,"Promoter (<=1kb)",9,136949551,136953074,3524,1,"286256","ENST00000484304.1",0
"chr9",136753114,136772270,19157,"*",-1.13074349411707,2.96114580434704e-08,2.55228853479453e-07,"Promoter (<=1kb)",9,136754386,136757055,2670,2,"138307","ENST00000480597.5",0
"chr14",105621742,105623391,1650,"*",-1.36558409373837,2.98212593605591e-08,2.56693858957119e-07,"Promoter (<=1kb)",14,105621116,105621180,65,1,"102465871","ENST00000616769.1",626
"chr8",51394549,51396544,1996,"*",1.17220720039987,2.98932960778854e-08,2.57199418368384e-07,"Intron (ENST00000356297.5/137902, intron 17 of 22)",8,51319579,51408979,89401,2,"137902","ENST00000522933.5",12435
"chr2",26453262,26467343,14082,"*",-1.07115093219507,2.99794162541859e-08,2.57825646993851e-07,"Promoter (<=1kb)",2,26463506,26466325,2820,2,"9381","ENST00000464574.1",0
"chr9",114732755,114734271,1517,"*",1.43498479644114,3.00207142328414e-08,2.58066015235004e-07,"Distal Intergenic",9,114666434,114682192,15759,2,"100505478","ENST00000436752.3",-50563
"chr5",54643684,54647155,3472,"*",1.06852416501847,3.0318536701481e-08,2.60394611305967e-07,"Exon (ENST00000624221.1/ENST00000624221.1, exon 1 of 1)",5,54663327,54737057,73731,1,"105378969","ENST00000662448.1",-16172
"chr4",3223390,3242031,18642,"*",-1.05441406425013,3.08055648111107e-08,2.6434264735606e-07,"Promoter (<=1kb)",4,3228645,3229922,1278,1,"3064","ENST00000512068.1",0
"chr6",25136934,25138753,1820,"*",1.34384486792464,3.08909281915076e-08,2.64957548680753e-07,"Promoter (<=1kb)",6,25081570,25138593,57024,2,"8418","ENST00000377989.8",0
"chr11",91921701,91923811,2111,"*",1.22241612070079,3.09719464368986e-08,2.65534652090715e-07,"Distal Intergenic",11,91795307,91803492,8186,1,"105369428","ENST00000581290.1",126394
"chr6",105345026,105347436,2411,"*",1.39971415346985,3.1181432114998e-08,2.67093764767061e-07,"Intron (ENST00000652536.2/5550, intron 7 of 14)",6,105322255,105323768,1514,2,"5550","ENST00000448705.1",-21258
"chr9",21687475,21691512,4038,"*",1.13183685975171,3.12108151254418e-08,2.67227054393342e-07,"Distal Intergenic",9,21802636,21867081,64446,1,"4507","ENST00000644715.2",-111124
"chr17",81976118,82038274,62157,"*",-1.2049955037454,3.16421424792606e-08,2.70440999359657e-07,"Promoter (<=1kb)",17,82037872,82039380,1509,1,"113523640","ENST00000582558.2",0
"chr16",88731604,88746630,15027,"*",-1.24018181888094,3.17760522217636e-08,2.7146549606865e-07,"Promoter (<=1kb)",16,88736800,88741425,4626,1,"100289580","ENST00000567968.2",0
"chr2",28648302,28650605,2304,"*",1.1059615300812,3.18313983694563e-08,2.7181820877946e-07,"Intron (ENST00000431376.1/ENST00000431376.1, intron 1 of 1)",2,28630586,28643267,12682,1,"151056","ENST00000436775.1",17716
"chr8",144253258,144280466,27209,"*",-1.23357620517501,3.19657124859663e-08,2.72844644366969e-07,"Promoter (<=1kb)",8,144262673,144262737,65,2,"102465906","ENST00000616126.1",0
"chr4",2448156,2452972,4817,"*",-1.10202835701165,3.22081263986987e-08,2.74792457045915e-07,"Exon (ENST00000635017.1/402160, exon 7 of 15)",4,2443215,2450356,7142,1,"402160","ENST00000515732.1",4941
"chrX",151870701,151872327,1627,"*",1.39550320947602,3.23561449821125e-08,2.75829468702898e-07,"Distal Intergenic",23,151904432,151911199,6768,2,"105373368","ENST00000445330.1",38872
"chr10",131889639,131894071,4433,"*",-1.08445607558951,3.23582079872846e-08,2.75829468702898e-07,"Exon (ENST00000634373.1/ENST00000634373.1, exon 1 of 2)",10,131901008,131959834,58827,1,"55844","ENST00000455566.6",-6937
"chr18",6355869,6357128,1260,"*",1.35358279950073,3.24031862693546e-08,2.7609114153611e-07,"Exon (ENST00000578677.1/ENST00000578677.1, exon 2 of 2)",18,5954706,6367683,412978,2,"91133","ENST00000400105.6",10555
"chr7",13879912,13881210,1299,"*",1.42381310747887,3.24178538136244e-08,2.76094435144846e-07,"Distal Intergenic",7,13900373,13906498,6126,2,"2115","ENST00000493831.1",25288
"chr10",62130493,62132741,2249,"*",1.29280254594321,3.24688576053232e-08,2.76407055959363e-07,"Distal Intergenic",10,62049211,62093064,43854,1,"84159","ENST00000309334.5",81282
"chr7",135976591,135977778,1188,"*",1.64422886263482,3.27233758084893e-08,2.78451155152079e-07,"Promoter (<=1kb)",7,135926760,135977359,50600,2,"136319","ENST00000393085.4",0
"chr12",78402955,78404112,1158,"*",1.57350199937505,3.27450957370221e-08,2.78513390182072e-07,"Intron (ENST00000552230.5/ENST00000552230.5, intron 1 of 2)",12,78326680,78359746,33067,2,"105369860","ENST00000548512.1",-43209
"chr3",153051124,153052578,1455,"*",1.43532298373093,3.28179194555293e-08,2.79010042583003e-07,"Distal Intergenic",3,153162226,153170627,8402,1,"5912","ENST00000323534.5",-109648
"chr1",59041869,59045036,3168,"*",1.22451949240307,3.29581145369429e-08,2.79955724227908e-07,"Exon (ENST00000634502.1/101926925, exon 7 of 14)",1,59056447,59088973,32527,1,"101926925","ENST00000655640.1",-11411
"chr8",140817324,140818546,1223,"*",1.37549404742155,3.30503859461982e-08,2.80616210583157e-07,"3' UTR",8,140700943,140800549,99607,2,"5747","ENST00000521250.5",-16775
"chr6",3421203,3424793,3591,"*",1.00846684597082,3.32189668818097e-08,2.81718691856571e-07,"Intron (ENST00000436008.6/63027, intron 1 of 10)",6,3283874,3439418,155545,2,"63027","ENST00000467177.5",14625
"chr11",129248614,129249925,1312,"*",1.48869624856711,3.33209503305434e-08,2.82293572629446e-07,"Intron (ENST00000525234.1/9743, intron 1 of 6)",11,129066744,129279324,212581,2,"9743","ENST00000525234.1",29399
"chr12",99497840,99499112,1273,"*",1.55929216258815,3.34463479635547e-08,2.83231820052301e-07,"Intron (ENST00000547776.6/56899, intron 10 of 25)",12,99246484,99386297,139814,2,"56899","ENST00000550157.1",-111543
"chr1",8089436,8091763,2328,"*",1.05587996053967,3.36630195104001e-08,2.84706335666323e-07,"Intron (ENST00000445300.1/ENST00000445300.1, intron 2 of 2)",1,8011727,8026309,14583,2,"54206","ENST00000377482.10",-63127
"chr2",69045695,69046823,1129,"*",1.3408570912636,3.36646502525844e-08,2.84706335666323e-07,"Exon (ENST00000681568.1/84168, exon 3 of 3)",2,69040049,69170618,130570,1,"84168","ENST00000679548.1",5646
"chrX",15815837,15818304,2468,"*",1.33297214589002,3.37204388060131e-08,2.85053451437101e-07,"Exon (ENST00000690252.1/8233, exon 8 of 13)",23,15796142,15825718,29577,1,"8233","ENST00000684799.1",19695
"chr2",216220874,216223361,2488,"*",1.04269084265789,3.37895966655953e-08,2.85513230916064e-07,"Distal Intergenic",2,216217045,216220192,3148,1,"150967","ENST00000562038.1",3829
"chr6",16909709,16910955,1247,"*",1.43048824498943,3.38524952080357e-08,2.85919742183029e-07,"Intron (ENST00000654689.1/ENST00000654689.1, intron 2 of 2)",6,17015817,17034396,18580,1,"105374951","ENST00000654964.1",-104862
"chr3",50200797,50222498,21702,"*",-1.07275647321262,3.39663129752037e-08,2.8663061054108e-07,"Promoter (<=1kb)",3,50205246,50214757,9512,1,"10991","ENST00000610458.4",0
"chr11",2830204,2862267,32064,"*",-1.18265641462196,3.41047093767485e-08,2.87672925995061e-07,"Promoter (<=1kb)",11,2840135,2861568,21434,2,"338653","ENST00000440887.2",0
"chr20",63432894,63442582,9689,"*",-1.01022321446305,3.44485666398642e-08,2.90446637090491e-07,"Promoter (<=1kb)",20,63414088,63439668,25581,2,"3785","ENST00000627221.2",0
"chr15",58746232,58750508,4277,"*",1.03272045985813,3.44907959294008e-08,2.90675918789496e-07,"Promoter (<=1kb)",15,58588809,58749707,160899,2,"102","ENST00000260408.8",0
"chr2",69138357,69140427,2071,"*",1.32350405387571,3.46374089822758e-08,2.91784325862456e-07,"Intron (ENST00000303714.9/84168, intron 12 of 17)",2,69103682,69103755,74,1,"100423030","ENST00000577443.1",34675
"chr1",109872229,109874569,2341,"*",1.02918526381466,3.48493815614809e-08,2.93186724859926e-07,"Distal Intergenic",1,109910242,109921880,11639,1,"1435","ENST00000527192.5",-35673
"chr9",2654611,2656433,1823,"*",1.34615206080146,3.49405452262004e-08,2.93825820294968e-07,"Promoter (<=1kb)",9,2652856,2654371,1516,2,"105375957","ENST00000667440.1",-240
"chr1",2059309,2063441,4133,"*",-1.00674555855178,3.51918319999806e-08,2.95681741875543e-07,"Exon (ENST00000378567.8/5590, exon 4 of 18)",1,2055679,2135347,79669,1,"5590","ENST00000466651.5",3630
"chr8",117881269,117882654,1386,"*",1.16655447005252,3.53369864799277e-08,2.96538979028887e-07,"Intron (ENST00000378204.7/2131, intron 1 of 10)",8,117799587,117806902,7316,2,"2131","ENST00000684443.1",-74367
"chr17",79194124,79228875,34752,"*",-1.00399030411613,3.53398752228085e-08,2.96538979028887e-07,"Promoter (<=1kb)",17,79115703,79208556,92854,2,"146713","ENST00000582139.1",0
"chr10",88950669,88953060,2392,"*",1.23751850540271,3.54172104939543e-08,2.96930151985958e-07,"Promoter (<=1kb)",10,88935074,88952773,17700,2,"59","ENST00000224784.10",0
"chr16",88804318,88819374,15057,"*",-1.17964831867065,3.54469293385196e-08,2.97050491938274e-07,"Promoter (<=1kb)",16,88809339,88811928,2590,2,"353","ENST00000378364.8",0
"chr10",43054716,43091126,36411,"*",-1.06127351021324,3.56044804925051e-08,2.98112352257082e-07,"Promoter (<=1kb)",10,43077064,43127435,50372,1,"5979","ENST00000671844.1",0
"chr7",2468117,2471783,3667,"*",-1.05785880264143,3.56538298704484e-08,2.98396317266398e-07,"Distal Intergenic",7,2474728,2476398,1671,2,"402635","ENST00000614228.2",4615
"chr22",35914550,35916266,1717,"*",1.20890282864923,3.56862150376543e-08,2.98538120001286e-07,"Intron (ENST00000438146.7/23543, intron 2 of 13)",22,35743983,35938897,194915,2,"23543","ENST00000359369.8",22631
"chr15",75532489,75534188,1700,"*",1.29627614634194,3.57433581256288e-08,2.98886826402587e-07,"Intron (ENST00000618819.5/5780, intron 1 of 12)",15,75513191,75524274,11084,2,"5780","ENST00000561731.1",-8215
"chr17",73569703,73613846,44144,"*",-1.04933601257262,3.57742169453507e-08,2.9901553662104e-07,"Intron (ENST00000392650.8/54549, intron 1 of 44)",17,73334384,73644445,310062,2,"54549","ENST00000392650.8",30599
"chr22",39672510,39698620,26111,"*",-1.09572717254811,3.5807048712089e-08,2.991606191663e-07,"3' UTR",22,39642797,39643512,716,1,"8911","ENST00000471970.1",29713
"chr8",143357550,143372895,15346,"*",-1.04752162559746,3.62749116660669e-08,3.02807801053571e-07,"Promoter (<=1kb)",8,143368876,143384221,15346,1,"114822","ENST00000289013.11",0
"chr14",67186214,67188303,2090,"*",1.27208386964266,3.64682321110231e-08,3.04158900518727e-07,"Promoter (1-2kb)",14,67189393,67203130,13738,1,"161142","ENST00000524532.5",-1090
"chr8",141348401,141382143,33743,"*",-1.19157220452512,3.69618910590811e-08,3.08143268583534e-07,"Promoter (<=1kb)",8,141374203,141382229,8027,1,"101928037","ENST00000690596.1",0
"chr5",89313072,89314701,1630,"*",1.10597202927773,3.70215266631032e-08,3.08507403007661e-07,"Intron (ENST00000514092.5/101929423, intron 4 of 6)",5,89418807,89466398,47592,1,"101929423","ENST00000508742.1",-104106
"chr13",112441933,112450850,8918,"*",-1.08939695048204,3.7049712791253e-08,3.08609262125504e-07,"Distal Intergenic",13,112485844,112489823,3980,2,"10426","ENST00000469302.1",38973
"chr10",122126448,122128688,2241,"*",1.10691085335283,3.71150794254968e-08,3.08887572334537e-07,"Promoter (<=1kb)",10,122126714,122254544,127831,1,"10579","ENST00000369000.5",0
"chr9",126630453,126674803,44351,"*",-1.04079811537623,3.75135354805889e-08,3.11831353420429e-07,"Exon (ENST00000457964.1/ENST00000457964.1, exon 1 of 2)",9,126613928,126701032,87105,1,"4010","ENST00000526117.6",16525
